Panel,Task,Method,Success/Failure,Num_Successes,Num_Rollouts,Success_Rate,CLD_Letter
FigS15A_DiT-FP_Sim_Unseen_Nominal,DumpVegetablesFromSmallToLargeContainer,Single Task (DiT-FP),"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, True, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False, True, False, False, False, False, True, False, True, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",17,200,0.085,b
FigS15A_DiT-FP_Sim_Unseen_Nominal,DumpVegetablesFromSmallToLargeContainer,LBM (DiT-FP) finetuned,"[False, False, False, True, False, True, True, True, False, False, False, False, True, True, True, False, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, True, False, False, True, False, False, False, True, False, False, True, False, False, True, False, False, False, False, False, True, True, False, False, False, False, False, False, False, True, False, True, False, False, False, False, False, True, True, False, False, False, False, True, False, False, False, True, True, True, False, False, False, True, True, False, True, True, True, False, True, True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, True, False, False, False, True, True, False, True, False, False, False, True, False, True, True, False, False, False, False, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False]",47,200,0.235,a
FigS15A_DiT-FP_Sim_Unseen_Nominal,PutContainersOnPlate,Single Task (DiT-FP),"[False, False, False, False, True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, True, False, False, False, False, False, False, True, False, False, False, True, True, True, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, True, False, False, False, False, True, False, False, False, True, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, True, False, True, False, True, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, True, False, False, True, False, True, False, False, True, False, False, True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, True, False, True, True]",37,200,0.185,a
FigS15A_DiT-FP_Sim_Unseen_Nominal,PutContainersOnPlate,LBM (DiT-FP) finetuned,"[False, False, False, False, True, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, True, False, False, False, False, False, True, False, False, True, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, True, False, True, False, True, False, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False, True, True, True, False, False, False, False, False, False, False, True, False, False, False, False, True, True, True, False, False, False, False, True, False, False, True, False, False, False, True, False, False, False, False, False, False, False, False, True, False, True, False, False, False, False, True]",34,200,0.17,a
FigS15A_DiT-FP_Sim_Unseen_Nominal,PutFruitInLargeContainerAndCoverWithPlate,Single Task (DiT-FP),"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, True, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, True, True, False, False, False, False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True]",17,200,0.085,b
FigS15A_DiT-FP_Sim_Unseen_Nominal,PutFruitInLargeContainerAndCoverWithPlate,LBM (DiT-FP) finetuned,"[True, True, False, True, False, False, True, False, False, False, False, True, True, False, False, False, False, False, False, True, False, False, False, False, True, True, False, True, False, False, True, False, False, True, False, False, True, False, False, True, False, False, False, False, False, True, False, True, True, False, False, False, False, True, False, False, False, False, True, False, True, False, True, False, False, False, True, False, False, False, False, False, True, False, True, True, False, True, False, False, False, True, False, False, False, False, False, True, False, True, True, False, False, False, True, True, False, True, True, True, True, False, False, False, False, True, True, False, False, False, False, True, True, True, False, False, False, False, False, True, False, False, False, False, True, True, False, False, False, True, True, True, False, False, False, True, False, False, True, False, False, False, True, False, True, False, False, False, True, True, False, True, True, True, True, False, True, False, False, True, True, True, True, True, False, False, False, False, False, False, True, False, True, False, True, True, False, False, True, False, False, False, True, False, False, False, False, False, True, False, False, False, False, False, False, False, False, True, False, True]",72,200,0.36,a
FigS15A_DiT-FP_Sim_Unseen_Nominal,SeparateFruitsVegetablesIntoContainers,Single Task (DiT-FP),"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",7,200,0.035,b
FigS15A_DiT-FP_Sim_Unseen_Nominal,SeparateFruitsVegetablesIntoContainers,LBM (DiT-FP) finetuned,"[False, False, False, False, False, False, True, True, False, False, True, False, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, False, False, True, False, True, True, False, False, True, False, False, False, True, True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, False, True, True, False, False, True, False, False, True, True, False, False, False, False, False, False, False, True, True, False, False, True, True, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, True]",39,200,0.195,a
FigS15A_DiT-FP_Sim_Unseen_Nominal,TurnLargeContainerUpsideDown,Single Task (DiT-FP),"[True, True, True, False, False, False, False, True, False, False, False, False, True, True, True, False, False, True, True, False, True, False, True, True, False, False, False, True, True, False, False, True, False, False, True, False, False, False, False, False, False, False, True, False, False, True, False, True, True, False, True, True, False, True, False, False, False, False, True, True, True, False, False, False, True, False, False, False, True, True, False, False, False, False, False, False, True, False, False, True, True, False, False, False, False, False, False, True, False, True, True, False, True, True, True, False, False, True, True, True, True, True, False, True, False, True, True, True, True, False, False, False, True, True, False, True, False, True, True, False, False, True, True, True, True, True, False, False, False, True, False, True, True, False, False, True, True, True, False, True, True, False, False, True, True, False, True, False, True, True, False, True, False, True, True, True, True, True, False, True, True, True, False, False, False, False, False, False, False, False, True, True, False, True, False, False, False, False, True, False, True, True, False, False, True, True, True, False, False, True, False, False, True, False, False, True, False, True, False, False]",93,200,0.465,a
FigS15A_DiT-FP_Sim_Unseen_Nominal,TurnLargeContainerUpsideDown,LBM (DiT-FP) finetuned,"[True, True, True, False, False, True, False, False, False, False, True, True, True, False, True, False, False, True, True, True, False, False, True, False, True, True, False, True, False, False, False, False, True, False, True, True, False, False, False, False, False, True, False, False, True, False, True, True, True, False, True, False, False, False, False, True, False, True, True, False, False, True, True, False, True, False, False, False, False, False, False, False, True, False, False, False, False, True, True, True, False, True, False, True, False, False, False, True, True, True, True, False, True, False, False, False, False, False, True, False, False, False, True, True, False, True, False, True, True, False, True, False, True, True, True, False, False, True, True, False, True, True, False, False, True, False, False, False, True, True, False, False, False, False, False, False, True, True, True, True, True, False, False, True, True, False, False, False, True, True, True, False, True, False, True, False, False, False, False, True, True, False, False, False, False, False, True, False, False, False, False, True, False, False, True, False, True, True, False, False, True, False, True, False, False, False, False, True, False, False, False, False, True, True, True, False, False, False, True, False]",84,200,0.42,a
