Panel,Task,Method,Success/Failure,Num_Successes,Num_Rollouts,Success_Rate,CLD_Letter
FigS14A_DiT-FP_Sim_Unseen_Nominal,BimanualPlaceAvocadoFromBowlIntoBin,Single Task (DiT-FP),"[False, True, True, False, False, True, False, True, False, False, True, False, False, True, True, True, False, True, False, True, True, True, False, True, False, False, True, True, False, False, False, True, False, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, False, False, False, True, True, True, True, True, True, False, False, True, False, False, True, True, False, False, True, False, False, False, True, True, False, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, False, True, False, False, True, True, False, False, True, True, True, False, True, False, True, True, True, True, False, True, False, True, False, False, True, False, False, True, True, False, False, True, True, False, False, True, True, True, True, True, True, False, True, False, True, False, True, True, True, True, True, False, True, True, True, True, False, True, False, True, False, True, False, False, True, False, False, False, True, True, True, False, True, True, True, False, False, False, False, True, True, True, True, True, False, False, False, True, True, True, True, False, True, False, True, True, True, False, True, True, True, False, False, False, True, True, True, True]",123,200,0.615,b
FigS14A_DiT-FP_Sim_Unseen_Nominal,BimanualPlaceAvocadoFromBowlIntoBin,LBM (DiT-FP) finetuned,"[True, True, True, False, True, True, False, True, True, True, True, True, True, False, False, True, True, True, False, True, False, True, False, True, True, False, False, True, True, True, True, True, True, True, False, False, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, False, True, False, True, True, True, True, False, True, True, True, True, False, True, True, True, True, False, False, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, False, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, False, False, False, True, False, True]",157,200,0.785,a
FigS14A_DiT-FP_Sim_Unseen_Nominal,PutMugInCenterOfTable,Single Task (DiT-FP),"[True, False, False, False, False, False, True, True, False, False, False, False, False, False, True, False, False, False, True, False, True, False, False, False, False, True, False, False, False, False, False, True, True, True, False, False, True, True, False, False, True, False, False, False, False, True, True, False, False, False, False, True, True, False, False, False, True, True, False, True, False, True, False, False, False, False, True, False, False, False, False, True, True, False, True, True, True, False, True, False, False, True, True, False, True, True, False, False, False, False, True, True, False, True, False, False, False, True, False, True, False, False, True, True, False, False, False, False, False, False, False, False, True, True, True, True, False, True, False, False, False, False, True, True, False, False, False, False, False, True, True, False, False, True, True, False, False, False, True, False, True, False, False, False, True, True, True, False, True, False, False, False, False, True, True, False, False, False, False, False, False, True, False, False, True, False, False, True, False, False, False, False, False, True, False, True, True, False, False, True, False, False, True, False, False, False, True, False, True, False, False, False, False, True, True, False, False, False, False, True]",71,200,0.355,a
FigS14A_DiT-FP_Sim_Unseen_Nominal,PutMugInCenterOfTable,LBM (DiT-FP) finetuned,"[False, False, False, False, False, True, False, True, False, True, False, False, True, True, False, False, False, True, False, True, True, False, True, False, False, True, False, False, False, False, False, True, False, False, False, False, False, True, False, False, False, True, False, True, False, True, False, True, False, False, False, False, False, False, False, True, False, False, False, True, False, True, False, False, False, True, False, True, True, False, False, True, True, False, False, True, True, False, True, False, False, False, False, True, True, True, False, True, False, True, True, False, False, True, False, True, False, False, False, True, True, False, True, True, False, False, False, True, False, False, True, False, False, True, False, False, False, True, False, False, False, False, False, False, False, True, False, False, False, True, True, False, True, False, False, False, True, False, False, False, False, False, True, True, False, False, True, True, True, False, False, False, False, False, True, False, False, True, False, False, True, True, False, False, False, True, False, False, True, False, False, False, False, False, False, True, False, False, False, True, False, True, True, False, False, False, False, False, False, False, False, False, True, True, False, False, True, False, False, True]",67,200,0.335,a
FigS14A_DiT-FP_Sim_Unseen_Nominal,BimanualPutSpatulaOnPlateFromUtensilCrock,Single Task (DiT-FP),"[False, False, False, False, True, True, False, False, False, True, False, False, False, False, False, True, True, False, True, True, True, True, False, False, False, False, True, False, True, False, True, False, True, True, True, False, False, False, False, True, True, True, True, False, True, False, True, True, True, True, False, False, True, True, True, False, False, True, False, True, False, False, False, False, False, True, False, True, True, False, True, True, True, True, False, True, True, False, False, True, True, False, False, False, False, False, True, True, True, False, False, False, True, False, False, True, True, True, True, False, True, True, True, True, False, False, True, True, False, False, True, False, False, True, False, False, True, True, True, False, False, False, False, True, False, True, True, True, False, False, True, True, False, True, True, True, False, False, False, True, True, False, True, False, False, False, False, True, True, True, False, False, True, True, True, True, True, True, False, True, True, True, False, False, False, True, True, False, True, False, False, True, True, True, False, True, True, False, True, True, False, False, True, True, False, False, False, True, True, False, False, True, True, True, True, True, True, False, False, False]",103,200,0.515,b
FigS14A_DiT-FP_Sim_Unseen_Nominal,BimanualPutSpatulaOnPlateFromUtensilCrock,LBM (DiT-FP) finetuned,"[True, True, False, True, True, False, False, False, False, False, False, False, False, True, True, True, False, False, False, True, True, True, True, False, True, True, False, False, True, False, True, True, True, False, True, False, True, False, False, False, False, False, False, True, False, False, True, True, True, True, True, True, True, False, True, True, False, True, True, True, False, True, False, True, True, False, True, False, True, True, True, False, False, False, True, True, False, False, True, False, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, False, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, False, False, True, True, False, True, False, False, False, True, True, False, True, True, False, True, False, False, True, True, True, True, True, False, False, True, False, True, True, False, True, False, True, True, True, False, True, True, False, True, True, True, True, False, True, False, False, False, True, True, True, True, True, True, True, True, True, False, False, True, True, True, False, False, False, True, True, False, False, False, False, True, False]",124,200,0.62,a
FigS14A_DiT-FP_Sim_Unseen_Nominal,Aggregate - nominal,Single Task (DiT-FP),"[False, True, True, True, False, True, False, False, True, True, False, False, False, False, True, True, True, True, True, True, True, False, True, True, False, True, False, True, True, True, True, True, True, True, True, True, False, False, False, False, True, False, False, False, True, True, False, True, False, True, False, True, True, True, True, False, False, False, False, True, False, False, False, False, True, False, True, True, False, False, False, True, False, True, True, True, True, True, False, False, True, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True, True, False, True, True, True, True, False, True, False, False, True, False, False, False, True, False, True, True, False, False, True, True, False, False, True, True, False, True, False, False, True, True, True, True, False, False, False, False, False, True, True, False, True, True, True, False, False, True, False, True, False, True, True, True, True, True, False, False, True, False, False, False, True, False, False, True, False, False, False, True, False, False, True, False, True, True, True, False, True, True, False, False, False, False, True, True, False, False, False, False, False, True, False, False, True, True, True, False, False, False, True, True, True, True, False, False, False, True, False, False, True, True, True, True, False, True, False, True, False, False, True, True, True, False, True, False, False, True, False, False, True, False, True, True, False, False, True, True, True, False, True, False, True, False, False, False, False, False, True, True, True, True, True, False, True, True, False, False, False, True, False, True, False, False, False, True, False, True, False, False, True, False, False, False, True, True, True, False, True, False, False, False, False, False, True, True, True, False, True, True, True, True, False, True, False, True, False, True, True, False, False, False, True, True, True, False, True, False, True, False, False, False, True, False, True, True, True, True, False, True, False, False, True, True, True, False, False, False, True, True, True, False, True, False, False, False, False, False, False, False, True, False, False, True, True, True, False, True, False, False, True, True, False, True, False, False, True, False, False, False, True, True, True, False, True, False, False, False, False, False, False, False, True, False, True, True, False, False, False, False, False, True, True, False, True, True, True, True, True, False, True, False, False, False, True, False, True, False, False, False, False, True, True, False, True, True, True, False, True, False, True, False, False, False, False, False, False, True, False, False, True, True, False, False, True, True, False, False, False, False, True, True, False, True, False, True, False, False, True, True, True, False, False, False, False, True, True, True, False, False, True, False, True, True, False, False, True, False, True, True, True, True, False, False, True, True, False, True, True, True, True, False, False, False, False, False, False, False, False, False, True, False, True, False, True, True, False, False, True, False, False, True, False, True, True, False, True, False, True, True, True, True, False, False, True, True, True, True, False, False, False, False, True, False, True, True, False, False, True, True, False, True, True, True, True, True, True, True, True, False, False, True, False, True, False, False, True, False, False, False, False, False, True, False, False, True, False, True, True, False, True, False, True, True, False, True, True, True, True, False, True, True, False, True, False, False, True, False, True, False, False, True, False, False, False, False, True, True, False, True, True, True, True, True, False, False, False, False, True, True, True, True, True, False, False, True, True, False, False, True, True, False, False, False]",297,600,0.495,b
FigS14A_DiT-FP_Sim_Unseen_Nominal,Aggregate - nominal,LBM (DiT-FP) finetuned,"[True, True, False, True, False, True, False, False, True, True, True, True, True, True, True, True, True, True, True, False, False, False, True, True, True, False, True, False, False, False, True, False, True, True, True, True, True, False, False, True, True, False, False, False, True, True, True, True, True, False, True, True, True, False, False, True, False, False, False, True, True, True, False, True, True, True, True, True, False, True, True, False, True, False, False, False, False, True, True, True, False, False, False, True, False, False, False, True, False, True, False, True, True, False, False, True, False, True, False, False, True, False, False, False, False, True, False, False, False, True, False, False, True, False, True, True, True, True, True, False, False, True, True, True, True, True, False, False, False, True, False, False, False, False, True, True, False, True, True, True, True, True, False, False, True, False, False, True, True, False, False, True, False, False, False, True, False, True, True, False, False, False, True, True, True, False, True, True, False, False, False, True, False, False, False, True, True, True, False, True, True, False, True, True, False, True, True, True, True, False, False, True, True, False, False, False, True, True, False, True, False, True, True, False, True, False, False, False, False, False, True, True, True, True, True, True, False, True, False, True, True, True, True, True, True, False, True, True, True, False, False, True, False, False, True, False, True, True, True, True, True, True, True, True, True, True, False, True, True, False, False, False, True, True, False, False, True, True, False, True, False, True, True, True, False, True, True, True, False, False, False, True, True, False, True, True, True, True, True, False, True, True, True, False, False, True, False, True, True, True, True, False, False, False, False, True, True, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, False, True, False, True, True, True, False, False, True, True, True, False, True, False, False, True, True, True, False, True, True, True, True, False, False, False, False, True, True, True, True, False, True, True, True, False, False, False, True, True, False, True, True, True, False, True, True, True, True, False, True, False, False, False, True, True, True, False, True, True, False, True, False, True, False, False, True, True, True, False, True, True, False, True, False, False, True, True, True, True, True, False, False, True, True, True, True, False, False, True, True, True, True, True, False, True, False, True, True, True, False, False, False, False, True, True, False, False, True, True, False, False, True, True, True, True, True, False, False, False, True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, False, True, False, False, True, True, True, False, False, False, True, True, False, True, True, False, True, False, True, False, True, False, True, True, False, False, False, True, True, True, False, True, False, True, True, False, False, False, False, False, True, True, False, True, True, False, True, False, False, False, True, False, True, True, True, True, True, False, True, True, True, False, False, False, True, False, True, True, False, True, False, False, True, True, False, True, False, True, False, True, False, True, True, False, False, True, False, False, False, True, True, True, True, True, True, False, False, False, True, True, False, False, True, False, False, False, False, True, True, True, False, True, True, False, False, True, True, False, True, True, True, True, True, False, False, False, True, True, False, False, False, True, True, True, True, True, False, False, True, False, True, False, True, False, True, True, False, False, True, False, False, True]",348,600,0.58,a
FigS14A_DiT-FP_Sim_Unseen_DistShift,BimanualPlaceAvocadoFromBowlIntoBin,Single Task (DiT-FP),"[False, True, False, True, True, False, True, True, False, False, False, True, False, False, True, False, False, False, True, True, True, True, True, False, True, True, True, False, True, True, False, False, False, True, True, False, False, True, False, True, False, False, False, True, True, False, False, False, False, False, True, False, True, True, True, False, True, False, True, False, True, False, False, False, False, True, True, True, False, True, False, False, True, False, True, False, True, True, True, True, False, False, False, True, False, True, False, True, True, False, True, False, False, False, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, False, False, True, True, True, False, True, False, False, True, True, True, False, True, True, True, True, True, True, True, False, False, False, True, False, False, False, False, True, True, False, True, False, True, False, True, True, True, True, False, False, True, False, False, False, True, False, True, True, False, True, True, True, True, False, False, False, True, True, False, False, True, False, False, False, False, True, False, True, False, False, False, True, False, False, False, False, True, True, False, True, True, False, False, True, True, True]",101,200,0.505,b
FigS14A_DiT-FP_Sim_Unseen_DistShift,BimanualPlaceAvocadoFromBowlIntoBin,LBM (DiT-FP) finetuned,"[False, True, True, False, True, True, True, True, False, False, False, True, True, False, True, False, True, True, True, True, False, True, True, True, True, False, True, False, True, True, True, True, False, False, False, False, True, True, True, True, True, True, True, True, True, False, False, True, True, True, True, True, True, True, False, True, False, False, True, False, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, False, True, False, True, True, True, True, False, True, True, True, False, True, False, True, False, False, True, True, True, True, True, False, True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, False, False, True, True, True, True, False, True, False, True, True, True, False, True, True, True, False, True, True, False, False, True, False, False, True, True, True, True, True, False, True, True, True, False, True, True, True, False, True, True, True, True, True, True, False, True, False, True, True, True, True, True, True, False, False, True, False, False, True, True, True, True, True, True, True, False, True, True, True, True, False, True, True, True, True, True, False, True, True, True, False, False, True, True, True, True, True]",145,200,0.725,a
