Panel,Task,Method,Success/Failure,Num_Successes,Num_Rollouts,Success_Rate,CLD_Letter
Fig2A_HW_Seen_Nominal,PutKiwiInCenterOfTable,Single Task,"[False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,False,True,False,True,True]",22,50,0.44,b
Fig2A_HW_Seen_Nominal,PutKiwiInCenterOfTable,LBM zeroshot,"[False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False]",10,50,0.2,c
Fig2A_HW_Seen_Nominal,PutKiwiInCenterOfTable,LBM finetuned,"[True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True]",41,50,0.82,a
Fig2A_HW_Seen_Nominal,PushCoasterToMug,Single Task,"[False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False]",6,50,0.12,b
Fig2A_HW_Seen_Nominal,PushCoasterToMug,LBM zeroshot,"[False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False]",7,50,0.14,b
Fig2A_HW_Seen_Nominal,PushCoasterToMug,LBM finetuned,"[True,False,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False]",17,50,0.34,a
Fig2A_HW_Seen_Nominal,TurnMugRightsideUp,Single Task,"[False,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True]",42,50,0.84,a
Fig2A_HW_Seen_Nominal,TurnMugRightsideUp,LBM zeroshot,"[False,False,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True]",28,50,0.56,b
Fig2A_HW_Seen_Nominal,TurnMugRightsideUp,LBM finetuned,"[True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True]",44,50,0.88,a
Fig2A_HW_Seen_Nominal,Aggregate - Hardware,Single Task,"[False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,True,False,True,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True]",70,150,0.4666666667,b
